(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0FPD13RGK,B0FPD13RGK,BRONGS Copper Plain Helix |Size- 4 Inch | Energy Booster Vastu Remedy |Weight - 132 Gram Approx |Vastu Helix Remedy for Zone Correction | Zonal Placement - SE | Pack of 1,BG-4IN-COPPER-PLAIN-HELIX-SET-1,55,1,0.01%,0.01%,64,1,0.01%,0.00%,100.00%,100.00%,5,0,9.09%,0.00%,"₹2,875.00",₹0.00,3,0
B0FPD1M22W,B0FPD1M22W,BRONGS Brass Shree Helix | 4 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Zonal Placement - NW | Pack of 1,BG-4IN-BRASS-SHREE-HELIX-SET-1,24,0,0.01%,0.00%,30,0,0.01%,0.00%,96.00%,0.00%,3,0,12.50%,0.00%,"₹1,364.00",₹0.00,3,0
B0FPD1MGR3,B0FPD1MGR3,BRONGS Zinc Chand Helix | 4 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Zonal Placement - NE | Pack of 1,BG-4IN-CHAND-ZINC-HELIX-SET-1,27,2,0.01%,0.01%,32,2,0.01%,0.01%,96.43%,50.00%,3,0,11.11%,0.00%,"₹1,419.00",₹0.00,3,0
B0FPD3JPG7,B0FPD3JPG7,BRONGS Aluminium Helix | 4 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Pack of 1,BG-4IN-ALUMINIUM-HELIX-SET-1,32,1,0.01%,0.01%,50,1,0.01%,0.00%,100.00%,100.00%,11,0,34.38%,0.00%,"₹4,349.00",₹0.00,3,0
B0FR987CNR,B0FR987CNR,TREE MAISON CORONATING HOMES Hexagon-Honey Comb Painting Without Frame | Wall Art Remedies for Team Building | Wall Decoration,HONEY-PAINTING-W/O-FRAME,157,6,0.04%,0.04%,187,7,0.03%,0.03%,99.43%,100.00%,3,0,1.91%,0.00%,₹823.00,₹0.00,3,0
B0FV8LZ5TH,B0FV8LZ5TH,TREE MAISON CORONATING HOMES Copper Swastik Strip for Vastu |Size- 30cm Approx | Energy Balancing Door Frame Strip | Positive Energy Home Remedy Tool for Protection & Prosperity | Pack of 1,COPPER-SWASTIK-STRIP-ST-1,109,5,0.03%,0.03%,149,6,0.03%,0.02%,97.48%,100.00%,7,0,6.42%,0.00%,"₹2,693.00",₹0.00,3,0
B0G5WQZM8L,B0G5WQZM8L,BRONGS Vastu Lead L Shape Pyramid Strip |Size-3.5Inch |Weight- 134gm Approx |Vastu Remedy Tool |Angle Strip with Pyramid Design for Correcting Corner | Home & Spritual Decor | Pack of 1,BG-L-PYR-STRIP-LEAD-3.5IN-ST-1,24,2,0.01%,0.01%,29,2,0.00%,0.01%,100.00%,0.00%,3,0,12.50%,0.00%,₹867.00,₹0.00,3,0
B0G5X8F4F5,B0G5X8F4F5,BRONGS Copper 108 Pyramid Strip |Size- 10.5Inch |Weight of 1 Pyramid Strip - 152gm Approx |Vastu Remedy Tool |Strip with Pyramid Design for Correcting Corner | Home & Spritual Decor | Pack of 3,BG-108-PYR-STRIP-COPPER-10.5IN-ST-3,39,4,0.01%,0.02%,56,4,0.01%,0.02%,100.00%,100.00%,4,0,10.26%,0.00%,"₹5,696.00",₹0.00,3,0
B0G64QG36F,B0G64QG36F,"TREE MAISON CORONATING HOMES Rose Quartz Crystal Pyramid | 1 Inch | Vastu Correction | Reiki Crystal Pyramid for Positive, Meditation | Home & Office Decor |Pack of 3",1-INCH-ROSE-QUARTZ-PYRAMID-ST-3,39,3,0.01%,0.02%,45,4,0.01%,0.02%,100.00%,0.00%,3,0,7.69%,0.00%,"₹1,472.00",₹0.00,3,0
B0GBWDY8RB,B0GBWDY8RB,BRONGS Brass Flying Kamdhenu Cow Statue |Size-3.5Inch Approx|Weight- 122gm Approx |Spiritual Vastu Showpiece for Home & Office |Decorative Statue for Pooja Room,BG-FLYING-SMALL-KAMDHENU-COW-SET-1,157,6,0.04%,0.04%,268,14,0.05%,0.06%,100.00%,100.00%,7,1,4.46%,16.67%,"₹6,643.00",₹949.00,3,1
B0GT52G2W3,B0GT52G2W3,TREE MAISON CORONATING HOMES Vastu Brass Elephant Statue |Size-7cm Approx |Weight-194gm Approx |Vastu Remedy for Home & Office |Elephant Idol for Showpiece |Brass Murti,BRASS-7CM-BIG-ELEPHANT-ST-1,170,5,0.04%,0.03%,239,5,0.04%,0.02%,100.00%,100.00%,4,0,2.35%,0.00%,"₹5,192.28",₹0.00,3,0
B0GW88CB33,B0GW88CB33,TREE MAISON CORONATING HOMES Vastu Seven Red Horse Painting With Frame |Size-33×23cm Approx |Weight-520gm Approx |Art Wall Painting Frame for Home & Office Décor |Pack Of 1,A4-SEVEN-RED-HORSE-FRAME,43,0,0.01%,0.00%,60,0,0.01%,0.00%,98.11%,0.00%,4,0,9.30%,0.00%,"₹1,996.00",₹0.00,3,0
B07VXRH375,B07VXRH375,Shubh Sanket Vastu Brass Stud (Vastu Remedies) 2 inches (Set of 9),BRASS-ROUND-STUD-ST9,101,2,0.03%,0.01%,153,2,0.03%,0.01%,30.25%,0.00%,2,0,1.98%,0.00%,"₹1,098.00",₹0.00,2,0
B07VYTV26P,B07VYTV26P,"Shubh Sanket Vastu Copper Stud (Vastu Remedies) 2 inches, 8.mm (Set of 9)",COPPER-STUD-1.5INCH-SET-9,"1,868",62,0.47%,0.37%,"2,448",75,0.42%,0.30%,20.13%,27.50%,2,0,0.11%,0.00%,₹998.00,₹0.00,2,0
B08JZ9DT5S,B08JZ9DT5S,Shubh Sanket Vastu Stainless Steel Strip 1 inch (Mahavastu Remedies) (7.5 feet) (2 Strip Roll),VASTU-STAINLESS-STEEL-ST2,28,1,0.01%,0.01%,36,1,0.01%,0.00%,100.00%,0.00%,3,0,10.71%,0.00%,"₹1,458.00",₹0.00,2,0
B08JZ9QRZ7,B08JZ9QRZ7,Shubh Sanket Vastu Brass Strip 1 inch (Mahavastu Remedies) (7.5 feet) (2 Strip Roll),VASTU-BRASS-STRIP-ST2-01,54,4,0.01%,0.02%,72,5,0.01%,0.02%,92.31%,100.00%,3,0,5.56%,0.00%,"₹2,547.00",₹0.00,2,0
B08QCDR4MX,B08QCDR4MX,Vaastu Care Vinyl Green Colour Tape for Vastu Remedy,SMALL-GREEN-TAPE-05,80,5,0.02%,0.03%,107,5,0.02%,0.02%,100.00%,100.00%,3,0,3.75%,0.00%,₹699.00,₹0.00,2,0
B08QCKN91J,B08QCKN91J,Original Vinyl Blue Colour Tape for Vastu Remedy,BLUE-SMALL-TAPE-07,87,4,0.02%,0.02%,103,6,0.02%,0.02%,100.00%,100.00%,2,0,2.30%,0.00%,₹466.00,₹0.00,2,0
B08QCWQQPG,B08QCWQQPG,Vaastu Care Vinyl White Colour Tape for Vastu Remedy,SMALL-WHITE-TAPE-04,20,0,0.01%,0.00%,30,0,0.01%,0.00%,100.00%,0.00%,2,0,10.00%,0.00%,₹476.00,₹0.00,2,0
B08W4769GQ,B08W4769GQ,"TREEMAISON Tape (Yellow, 25 Meter)",VASTU-TAPE-BIG-YELLOW,10,0,0.00%,0.00%,12,0,0.00%,0.00%,90.91%,0.00%,2,0,20.00%,0.00%,₹556.00,₹0.00,2,0
B08XMNBZ5R,B08XMNBZ5R,TREEMAISON Vastu Combo of Red Color Tape | Size - 4 Inch | Length- 8 Feet (Approx) |Vastu Remedy for Toilet | Main Door Entrance | Tape Remedy | Pack of 2,VINYL-VASTU-TAPE-RED-3-4-INCH-ST-2,10,1,0.00%,0.01%,13,1,0.00%,0.00%,100.00%,100.00%,2,0,20.00%,0.00%,₹512.00,₹0.00,2,0
B08XVRD3FZ,B08XVRD3FZ,TREEMAISON Vastu Blue - White Tape | Size - 4 Inch (96 mm) Approx | Length- 20 Meter (Approx) | Vastu Tape Remedy for Toilet | Tape for Main Door | Vastu Tape for Negative Entrance | Pack of 2,VASTU-TAPE-BIG-WHITE-BLUE,15,0,0.00%,0.00%,32,0,0.01%,0.00%,100.00%,0.00%,2,0,13.33%,0.00%,"₹1,101.00",₹0.00,2,0
B08XWDG384,B08XWDG384,TREEMAISON Vastu Green - Yellow Tape | Size - 4 Inch (96 mm) Approx | Length- 20 Meter (Approx) | Vastu Tape Remedy for Toilet | Tape for Main Door | Vastu Tape for Negative Entrance | Pack of 2,VASTU-TAPE-BIG-GREEN-YELLOW,18,0,0.00%,0.00%,26,0,0.00%,0.00%,100.00%,0.00%,2,0,11.11%,0.00%,"₹1,001.00",₹0.00,2,0
B08XWJFW8D,B08XWJFW8D,TREEMAISON Vastu Red - White Tape | Size - 4 Inch (96 mm) Approx | Length- 20 Meter (Approx) | Vastu Tape Remedy for Toilet | Vastu Tape for Main Door | Tape Remedy for Negative Entrance | Pack of 2,VASTU-TAPE-BIG-WHITE-RED,15,0,0.00%,0.00%,23,0,0.00%,0.00%,100.00%,0.00%,2,0,13.33%,0.00%,₹958.00,₹0.00,2,0
B092J2JT6N,B092J2JT6N,TREE MAISON CORONATING HOMES Vastu Brass Nandi Cow Statue | 810 g Weight Approx | Vastu Remedy for Home & Office | Size- 9 X 11 Cm | Nandi Idol for Pooja | Vastu Brass Nandi Bull,VASTU-NANDI-BRASS-SHOWPIECE-STATUE,"3,538",143,0.89%,0.84%,"5,226",220,0.90%,0.88%,95.16%,91.50%,2,0,0.06%,0.00%,"₹3,334.03",₹0.00,2,0
B092MBMBQ8,B092MBMBQ8,Treemaison Brass Sun Statue | Weight - 1300 Gram Approx |10 Inch Approx | Brass Sun Face Wall Hanging | Home Decor | Positivity at Home & Office |Pack of 1,VASTU-SUN-BRASS,67,4,0.02%,0.02%,97,17,0.02%,0.07%,96.43%,94.12%,2,1,2.99%,25.00%,"₹4,496.00","₹1,997.00",2,1
B095W4QJN7,B095W4QJN7,"TREEMAISON CORNATING Homes Vastu Red Triangular Clockwise Spring for SE,SSE, South Direction Used to Boost of The Fire Energy 1.5"" (Pack of 3)",RED-TRIANGULAR-SPRING-ST3,33,1,0.01%,0.01%,34,1,0.01%,0.00%,100.00%,100.00%,4,0,12.12%,0.00%,"₹1,136.00",₹0.00,2,0
B095W4V3LF,B095W4V3LF,TREEMAISON Silver Cone Spring Anti-Clockwise Use to Boost of The Energy Field (Pack of 6) (Approx-5cm),SILVER-CONE-SPRING-ST6,32,3,0.01%,0.02%,43,3,0.01%,0.01%,100.00%,100.00%,2,0,6.25%,0.00%,₹628.00,₹0.00,2,0
B09922Q4QQ,B09922Q4QQ,TREEMAISON Vastu Brass Strip | Width- 0.5 Inch | Thickness - 0.3mm | Length- 8 Feet Approx | Main Entrance | Vastu Strip for Toilet Correction & Zone Balancing | Brass Strip for Vastu | Pack of 5,BRASS-STRIP-0.5-ST5,20,3,0.01%,0.02%,32,7,0.01%,0.03%,100.00%,100.00%,3,1,15.00%,33.33%,"₹2,947.00",₹949.00,2,1
B0999KKST4,B0999KKST4,"Treemaison Village Scene Painting with Frame (Black, 17 Inch x 13 Inch)",NW-VILLAGE-SCENE-WITH-FRAME,228,9,0.06%,0.05%,301,9,0.05%,0.04%,99.26%,100.00%,2,1,0.88%,11.11%,"₹1,993.63",₹994.63,2,1
B09CH2VY2X,B09CH2VY2X,TREEMAISON Plain Lead Helix for Vastu | Size-4 Inch | Pack of 3 | South West | Vastu Remedy | Main Door Entrance | Zone Balancing | Toilet Vastu Dosh | Helix Vastu Dosh Remedies,3-INCH-HELIUX-LEAD-ST-03,9,0,0.00%,0.00%,15,0,0.00%,0.00%,100.00%,0.00%,2,0,22.22%,0.00%,"₹1,898.00",₹0.00,2,0
B09CH3NXNS,B09CH3NXNS,TREEMAISON Vastu Zinc Helix for Vastu Remedy | Zone Correction | Vastu Dosh Nivaran Remedies | Size- 6 Inch Approx | Pack of 1,6-INCH-ZINC-HELIUX-ST-01,55,2,0.01%,0.01%,65,2,0.01%,0.01%,100.00%,100.00%,2,0,3.64%,0.00%,₹906.00,₹0.00,2,0
B09CTX6YRW,B09CTX6YRW,"Treemaison Waterfall Painting - Vastu Remedy, Painting WaterfallScene/ Vastu Waterfall Scenery With Frame -(Black), 13x19.5",VASTU-WATERFALL-PAINTING-WITH-FRAME,87,0,0.02%,0.00%,121,0,0.02%,0.00%,100.00%,0.00%,2,0,2.30%,0.00%,₹821.00,₹0.00,2,0
B09DPQ23QD,B09DPQ23QD,Treemaison Vastu Combo of Yellow-Red Color Tape |Size - 4 Inch| Length- 10 Feet (Approx) |Vastu Remedy for Toilet | Main Door Entrance | | Tape Remedy | (Pack of 2),SMALL-TAPE-YELLOW-RED-ST2,6,0,0.00%,0.00%,10,0,0.00%,0.00%,100.00%,0.00%,2,0,33.33%,0.00%,₹512.00,₹0.00,2,0
B09DPRHN1Z,B09DPRHN1Z,Treemaison Vastu Combo of White-Red Tape |Size - 4 Inch | Length- 10 Feet (Approx) | Vastu Tape Remedy for Toilet | Main Door Entrance | Tape Remedy | (Pack of 2),NEW-SMALL-TAPE-WHITE-RED,55,1,0.01%,0.01%,64,2,0.01%,0.01%,100.00%,100.00%,2,0,3.64%,0.00%,₹527.24,₹0.00,2,0
B09G37VK1B,B09G37VK1B,TREEMAISON Stainless Steel Strip | Width- 0.5 Inch | Thickness - 0.3mm | Length- 8 Feet Approx | Zone Balancing |Toilet Correction | Main Entrance | Steel Strip for Vastu | Pack of 5,NEW-STAINLESS-STEEL-STRIP-0.5-ST5,20,1,0.01%,0.01%,26,1,0.00%,0.00%,68.00%,0.00%,2,1,10.00%,100.00%,"₹1,558.00",₹759.00,2,1
B09G37Y5CD,B09G37Y5CD,TREEMAISON Vastu Copper Strip | Width- 0.75 Inch | Thickness - 0.3mm | Length- 8 Feet Approx | Zone Balancing |Toilet Correction | Vastu Copper Patti | Copper Strip for Vastu | Pack of 5,NEW-COPPER-STRIP-0.75-ST5,23,0,0.01%,0.00%,30,0,0.01%,0.00%,92.59%,0.00%,2,0,8.70%,0.00%,"₹4,368.00",₹0.00,2,0
B09G38L55R,B09G38L55R,TREEMAISON Vastu Brass Strip | Width- 0.75 Inch | Thickness - 0.3mm | Length- 8 Feet Approx. | Zone Balancing |Toilet Correction | Main Entrance | Brass Strip for Vastu | Pack of 2,NW-BRASS-STRIP-0.75-ST2,30,2,0.01%,0.01%,40,2,0.01%,0.01%,100.00%,100.00%,2,0,6.67%,0.00%,"₹1,138.00",₹0.00,2,0
B09G38QJ54,B09G38QJ54,TREEMAISON Vastu Copper Strip | Width- 1 Inch | Thickness - 0.3mm | Length- 8 Feet Approx | Vastu Strips for Zone Balancing & Toilet Remedies | Main Entrance | Copper Strips for Vastu | Pack of 5,COPPER-STRIP-1INCH-ST5,38,2,0.01%,0.01%,51,2,0.01%,0.01%,95.83%,100.00%,3,0,7.89%,0.00%,"₹7,692.00",₹0.00,2,0
B09G38W1VR,B09G38W1VR,"TREEMAISON Aluminium Strip | 0.5 INCH | Length-8 Feet Approx | Pack of 2 | Vastu Strip for Toilet | Vastu Strip Remedy | Width-12mm, Thickness-0.3mm | Aluminium Strip for Vastu",NW-ALUMINIUM-STRIP-0.5-ST2,161,16,0.04%,0.09%,238,18,0.04%,0.07%,99.53%,100.00%,2,0,1.24%,0.00%,₹627.60,₹0.00,2,0
B09G393KLN,B09G393KLN,"TREEMAISON Aluminium Strip Vastu Remedy for Entrance, Maha Vastu Remedy for Toilet Correction and Zone (8 Feet, 25 mm Width, 0.2mm Gauge, Blue)- Pack of 5",ALUMINIUM-STRIP-1INCH-ST5,23,0,0.01%,0.00%,34,0,0.01%,0.00%,100.00%,0.00%,5,0,21.74%,0.00%,"₹4,964.52",₹0.00,2,0
B09G39C2QB,B09G39C2QB,TREEMAISON Vastu Stainless Steel Strip | Width- 1 Inch | Thickness - 0.3mm | Length- 8 Feet Approx | Zone Balancing |Toilet Correction | Main Entrance | Steel Strip for Vastu | Pack of 3,STAINLESS-STEEL-STRIP-1INCH-ST3,5,2,0.00%,0.01%,12,2,0.00%,0.01%,100.00%,100.00%,2,1,40.00%,50.00%,"₹1,420.00",₹710.00,2,1
B09G39GYT3,B09G39GYT3,TREEMAISON Vastu Brass Strip | Width- 0.5 Inch | Thickness - 0.3mm | Length- 8 Feet Approx |Vastu Strips for Zone Balancing & Toilet Remedies | Main Entrance | Brass Strip for Vastu | Pack of 1,8FT-0.5''-BRASS-0.3MM-SET-1,192,11,0.05%,0.06%,284,14,0.05%,0.06%,97.63%,100.00%,2,0,1.04%,0.00%,₹593.44,₹0.00,2,0
B09G39RV9L,B09G39RV9L,TREEMAISON Vastu Stainless Steel Strip | Width- 0.5 Inch | Thickness - 0.3mm | Length- 8 Feet Approx | Zone Balancing |Toilet Correction | Main Entrance | Steel Strip for Vastu | Pack of 1,STAINLESS-STEEL-STRIP-0.5-ST1,"3,224",75,0.81%,0.44%,"4,134",90,0.71%,0.36%,99.53%,100.00%,2,1,0.06%,1.33%,₹471.38,₹234.20,2,1
B09G39RYT4,B09G39RYT4,"TREEMAISON Vastu Brass Strip | 0.75 INCH | Pack of 5 | Vastu Brass Strip for Toilet | Vastu Strip Remedy | Width-18mm, Thickness-0.3mm, Length-8 Feet Approx | Brass Strip for Vastu",NEW-BRASS-STRIP-0.75-ST5,36,2,0.01%,0.01%,44,2,0.01%,0.01%,100.00%,100.00%,5,0,13.89%,0.00%,"₹6,170.00",₹0.00,2,0
B09G3B3KDV,B09G3B3KDV,"TREEMAISON Aluminium Strip | 1 INCH | Pack of 1 | Vastu Aluminium Strip for Toilet | Vastu Strip Remedy | Width-25mm, Thickness-0.3mm, Length-8 Feet Approx",ALUMINIUM-STRIP-1INCH-ST1,791,43,0.20%,0.25%,"1,255",63,0.22%,0.25%,99.82%,100.00%,2,0,0.25%,0.00%,₹555.87,₹0.00,2,0
B09G3CRV92,B09G3CRV92,TREEMAISON Vastu Brass Strip | Width- 0.5 Inch | Thickness - 0.3mm | Length- 8 Feet Approx | Main Entrance | Vastu Strip for Toilet Correction & Zone Balancing | Brass Strip for Vastu | Pack of 3,BRASS-STRIP-0.5-ST3,25,4,0.01%,0.02%,28,5,0.00%,0.02%,96.15%,100.00%,2,0,8.00%,0.00%,"₹1,498.00",₹0.00,2,0
B09G9RP6HK,B09G9RP6HK,TREEMAISON Plastic Maha Vastu Dosh Sakti Chakra Remedy (Transparent),SHAKTI-VASTU-CHAKRA-02,"3,052",162,0.77%,0.96%,"4,462",241,0.77%,0.96%,99.01%,100.00%,2,0,0.07%,0.00%,₹564.00,₹0.00,2,0
B09LV5YFYB,B09LV5YFYB,"TREEMAISON Vastu Helix Lead (Gaa) Helix (South-West) Main Door Entrance, Toilet Dosh Defect Correction, Vastu Dosh Nivaran Remedy (4-inch) (Pack of 01) (Weight-360gm Approx)",3-INCH-LEAD-GAA-HELIX-ST1,61,3,0.02%,0.02%,90,3,0.02%,0.01%,100.00%,100.00%,2,0,3.28%,0.00%,₹884.00,₹0.00,2,0
B09LV853YV,B09LV853YV,TREEMAISON Vastu Zinc Helix for Vastu Remedy | Zone Correction | Vastu Dosh Nivaran Remedies | Size- 6 Inch Approx | Pack of 1,ZINC-6-INCH-HELIX-ST1,36,3,0.01%,0.02%,46,3,0.01%,0.01%,100.00%,100.00%,5,0,13.89%,0.00%,"₹2,387.00",₹0.00,2,0
B09NPXZSRC,B09NPXZSRC,BRONGS Brass Strip for Vastu Remedy | Width-0.5 Inch | Thickness - 0.3mm | Length-8 Feet Approx | Vastu Strips for Zone Balancing/Toilet | Brass Strip for Vastu | Pack of 4,BRNGS-BRASS-STRIP-0.5-ST4,96,5,0.02%,0.03%,130,7,0.02%,0.03%,89.81%,100.00%,3,0,3.13%,0.00%,"₹2,607.00",₹0.00,2,0
B09NPYDPNM,B09NPYDPNM,BRONGS Aluminium Strip for Vastu Remedy | Width-0.75 Inch | Thickness - 0.3mm | Length-8 Feet Approx | Vastu Strips for Zone Balancing/Toilet | Aluminium Strip for Vastu | Pack of 2,BRNGS-ALUMINIUM-STRIP-0.75-INCH-ST2,33,7,0.01%,0.04%,50,10,0.01%,0.04%,100.00%,100.00%,2,1,6.06%,14.29%,₹758.00,₹379.00,2,1
B09NPYJL13,B09NPYJL13,"BRONGS Aluminium Strip | 1 INCH | Pack of 5 | Vastu Aluminium Strip for Toilet | Vastu Strip Remedy | Width-25mm, Thickness-0.3mm, Length-8 Feet Approx",BRNGS-ALUMINIUM-STRIP-ST5,23,3,0.01%,0.02%,25,3,0.00%,0.01%,100.00%,100.00%,2,0,8.70%,0.00%,"₹1,898.00",₹0.00,2,0
B09NQ7RYYD,B09NQ7RYYD,"BRONGS Stainless Steel Strip | 0.75 INCH | Pack of 1 | Vastu Steel Strip for Toilet | Vastu Strip Remedy | Width-18mm, Thickness-0.3mm, Length-8 Feet Approx",BRNGS-S.STEEL-STRIP-0.75-INCH-ST1,126,4,0.03%,0.02%,154,5,0.03%,0.02%,100.00%,100.00%,2,0,1.59%,0.00%,₹568.00,₹0.00,2,0
B09NSM4411,B09NSM4411,TREE MAISON CORONATING HOMES Vastu Green Tape |Size - 2 Inch | Length- 20 Meter (Approx) | Vastu Tape Remedy for Toilet | Vastu Tape for Main Door Entrance | Pack of 1,2-INCH-VASTU-TAPE-GREEN-ST1,186,12,0.05%,0.07%,265,24,0.05%,0.10%,100.00%,100.00%,3,2,1.61%,16.67%,₹693.10,₹458.88,2,1
B09NSN5LP9,B09NSN5LP9,TREE MAISON CORONATING HOMES Vastu Yellow Tape | Size - 2 Inch (48 Mm) Approx | Length- 20 Meter (Approx) | Vastu Tape Remedy For Toilet | Vastu Tape For Main Door Entrance | Tape Remedy | Pack Of 1,2-INCH-TAPE-YELLOW-ST1,594,36,0.15%,0.21%,855,54,0.15%,0.22%,98.93%,100.00%,3,0,0.51%,0.00%,₹713.36,₹0.00,2,0
B09W9353V7,B09W9353V7,TREEMAISON Vastu Round Iron Stud | Remedy for Vastu Dosh Correction & Zone Balancing Space Element | Pack of 09,IRON-1.5-INCH-ST9,14,1,0.00%,0.01%,18,1,0.00%,0.00%,100.00%,0.00%,2,0,14.29%,0.00%,₹698.00,₹0.00,2,0
B09WDFZWLB,B09WDFZWLB,"TREE MAISON CORONATING HOMES Vastu Yellow Square Anti-Clockwise Spring for South, South West Direction Used to Enhance The Energy of Earth Element 1.5"" Inch (Pack of 3)…",YELLOW-ACW-SPRING-ST3,9,2,0.00%,0.01%,10,2,0.00%,0.01%,100.00%,100.00%,2,1,22.22%,50.00%,₹568.00,₹284.00,2,1
B09WDG3CQT,B09WDG3CQT,"TREE MAISON CORONATING HOMES Vastu Red Triangular Anti-Clockwise Spring for South, South-East Direction Used to Enhance The Energy of Fire Element 1.5"" Inch (Pack of 6)",RED-ACW-SPRING-ST6,53,2,0.01%,0.01%,71,3,0.01%,0.01%,100.00%,100.00%,2,0,3.77%,0.00%,₹682.00,₹0.00,2,0
B09WDGFVV4,B09WDGFVV4,"TREE MAISON CORONATING HOMES Vastu Yellow Square Anti-Clockwise Spring for South, South West Direction Used to Enhance The Energy of Earth Element 1.5"" Inch (Pack of 9)",YELLOW-ACW-SPRING-ST9,13,1,0.00%,0.01%,19,1,0.00%,0.00%,100.00%,100.00%,3,0,23.08%,0.00%,"₹1,215.00",₹0.00,2,0
B09WDGGLJD,B09WDGGLJD,"TREE MAISON CORONATING HOMES Vastu Black Coil Round Anti-Clockwise Spring for North, North East Direction Used to Enhance The Energy of Water Element 1.5"" Inch (Pack of 9)",BLACK-ACW-SPRING-ST9,26,0,0.01%,0.00%,40,0,0.01%,0.00%,100.00%,0.00%,2,0,7.69%,0.00%,₹862.00,₹0.00,2,0
B09WDGWBQC,B09WDGWBQC,"TREE MAISON CORONATING HOMES Vastu Green Cone Anti-clockwise Spring for East Used to Enhance The Energy of Air Element 1.5"" Inch (Pack of 9)…",GREEN-ACW-SPRING-ST9,15,0,0.00%,0.00%,31,0,0.01%,0.00%,100.00%,0.00%,2,0,13.33%,0.00%,₹854.00,₹0.00,2,0
B09X9XHMQH,B09X9XHMQH,"TREE MAISON CORONATING HOMES Acrylic Hindi Shakti Chakra | Size- 6 Inch | Featuring 45 Devtas, 16 Attributes | with Color | Health Chart | Rajas, Sattav, Tamas for vaastu Remedy | Vastu Shakti Chakra",HINDII-SHAKTI-CHAKRA,40,2,0.01%,0.01%,69,2,0.01%,0.01%,100.00%,100.00%,2,0,5.00%,0.00%,₹564.00,₹0.00,2,0
B09YNJW4R9,B09YNJW4R9,TREE MAISON CORONATING HOMES Vastu Helix Copper (Plain) | Helix Fire (South-East) | Main Door Entrance & Toilet Dosh Correction | Vastu Dosh Nivaran Remedies (4-inch) | Pack of 1,4-INCH-PLAIN-COPPER-HELIX-ST1,39,2,0.01%,0.01%,49,4,0.01%,0.02%,100.00%,0.00%,2,1,5.13%,50.00%,"₹1,138.00",₹569.00,2,1
B09YNLBLQ5,B09YNLBLQ5,TREE MAISON CORONATING HOMES Vastu Helix Copper (Hii) | Helix Fire (South-East) | Main Door Entrance & Toilet Dosh Correction | Vastu Dosh Nivaran Remedies (4-inch) | Pack of 1,4-INCH-HII-COPPER-HELIX-ST1,15,0,0.00%,0.00%,16,0,0.00%,0.00%,100.00%,0.00%,2,0,13.33%,0.00%,"₹1,168.00",₹0.00,2,0
B09YNLD9D9,B09YNLD9D9,TREE MAISON CORONATING HOMES Vastu Helix Brass (Shree) | Vastu Helix (North-West) | Main Door Entrance & Toilet Dosh Correction | Vastu Dosh Nivaran Remedies (4-inch) | Pack of 1,4''-BRASS-SHREE-HELIX,441,17,0.11%,0.10%,624,20,0.11%,0.08%,99.27%,100.00%,2,0,0.45%,0.00%,₹998.00,₹0.00,2,0
B0B4SGLD7S,B0B4SGLD7S,TREE MAISON CORONATING HOMES Vastu Blue Color Tape | Size - 3 Inch | Length- 8 Feet (Approx) | Vastu Remedy for Toilet | Main Door Entrance | Tape Remedy | Pack of 2,3-INCH-VINYL-TAPE-BLUE-ST2,10,2,0.00%,0.01%,10,2,0.00%,0.01%,100.00%,100.00%,2,0,20.00%,0.00%,₹474.00,₹0.00,2,0
B0B51XLJG9,B0B51XLJG9,"TREE MAISON CORONATING HOMES VASTU 3TIER Pyramid/Moulded Multi-Layer Plastic Pyramid Vastu Yantra for Home and Office Plastic Yantra (RED, Pack of 1)",PLASTIC-PYRAMID-RED,17,2,0.00%,0.01%,19,3,0.00%,0.01%,100.00%,100.00%,2,0,11.76%,0.00%,₹568.00,₹0.00,2,0
B0B5RPMCJB,B0B5RPMCJB,TREE MAISON CORONATING HOMES Vastu Green Tape |Size - 1 Inch| Length- 20 Meter (Approx) |Vastu Tape Remedy for Toilet | Vastu Tape for Main Door Entrance | Pack of 1,1-inch-green,14,1,0.00%,0.01%,16,1,0.00%,0.00%,100.00%,100.00%,2,1,14.29%,100.00%,₹394.00,₹197.00,2,1
B0B6C47444,B0B6C47444,TREE MAISON CORONATING HOMES Vastu White - Yellow Tape | Size - 3 Inch (72 mm) Approx | Length- 20 Meter (Approx) | Vastu Tape Remedy for Toilet | Vastu Tape for Main Door | Tape Remedy | Pack of 2,YELLOW-WHITE-3INCH-TAPE-ST02-merchant,60,2,0.02%,0.01%,78,2,0.01%,0.01%,100.00%,100.00%,2,0,3.33%,0.00%,₹872.00,₹0.00,2,0
