(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0CZ48GFCX,B0CZ48GFCX,"TREE MAISON CORONATING HOMES Tiger Eye Crystal Pyramid (2 Inch) | Feng Shui & Vastu Correction | Crystal Pyramid for Positive Energy, Health, Good Luck | | Home & Office Decor | Gift | Study Table",TIGER-EYE-PYRAMID-2INCH,36,0,0.01%,0.00%,45,0,0.01%,0.00%,97.56%,0.00%,1,0,2.78%,0.00%,₹299.00,₹0.00,1,0
B0CZ48YYBN,B0CZ48YYBN,"TREE MAISON CORONATING HOMES Navgrah Crystal Pyramid | 3 Inch | Feng Shui & Vastu Correction | Crystal Pyramid for Positive Energy, Meditation, Health | Home & Office Decor | Gift",NAVGRAH-PYRAMID-3INCH,33,2,0.01%,0.01%,36,2,0.01%,0.01%,100.00%,100.00%,1,0,3.03%,0.00%,₹522.00,₹0.00,1,0
B0CZ49D1Q1,B0CZ49D1Q1,"TREE MAISON CORONATING HOMES Red Jesper Crystal Pyramid (3 Inch) | Feng Shui & Vastu Correction | Crystal Pyramid for Positive Energy, Health, Good Luck | Home & Office Decor | Gift | Study Table",RED-JESPER-PYRAMID-3INCH,12,0,0.00%,0.00%,13,0,0.00%,0.00%,100.00%,0.00%,1,0,8.33%,0.00%,₹522.00,₹0.00,1,0
B0CZ49JBSP,B0CZ49JBSP,"TREE MAISON CORONATING HOMES Black Tourmaline Crystal Pyramid | 2 Inch | Feng Shui & Vastu Correction | Crystal Pyramid for Positive Energy,Meditation, Health, | Home & Office Decor | Gift",BLACK-TOURMALINE-PYRAMID-2INCH,44,0,0.01%,0.00%,49,0,0.01%,0.00%,100.00%,0.00%,1,0,2.27%,0.00%,₹299.00,₹0.00,1,0
B0CZ4B99YL,B0CZ4B99YL,"TREE MAISON CORONATING HOMES Money Crystal Pyramid | 3 Inch | Vastu Correction | Crystal Pyramid for Positive Energy, Wealth, Meditation, Health | Home & Office Decor | Gift |",MONEY-PYRAMID-3INCH,21,0,0.01%,0.00%,23,0,0.00%,0.00%,100.00%,0.00%,1,0,4.76%,0.00%,₹522.00,₹0.00,1,0
B0CZ4BFFGN,B0CZ4BFFGN,"TREE MAISON CORONATING HOMES Pyrite Tree of Life Crystal Pyramid | 3 Inch | Feng Shui & Vastu Correction | Crystal Pyramid for Positive Energy,Meditation, Health, Good Luck | Home & Office Decor |",PYRITE-TREE-PYRAMID-3INCH,30,2,0.01%,0.01%,34,2,0.01%,0.01%,100.00%,100.00%,1,0,3.33%,0.00%,₹453.00,₹0.00,1,0
B0CZ75L2L5,B0CZ75L2L5,"TREE MAISON CORONATING HOMES Rose Quartz Crystal Tree | 300 Beads | Gemstone Tree for Positive Energy, Health, Meditation | Feng Shui & Vastu Tree for Office, Home Decor, Study Table, Diwali Gift",ROSE-QUARTZ-TREE-300BEADS,30,1,0.01%,0.01%,32,1,0.01%,0.00%,100.00%,100.00%,1,0,3.33%,0.00%,₹458.00,₹0.00,1,0
B0CZ75WWDW,B0CZ75WWDW,"TREE MAISON CORONATING HOMES Pyrite Crystal Tree for Money | 9-10 Inch | 300 Beads | Money Stone Tree for Wealth, Confidence, Vastu Correction, Positive Energy, Reiki Healing & Good Luck",PYRITE-TREE-300BEADS,17,1,0.00%,0.01%,19,1,0.00%,0.00%,100.00%,100.00%,1,0,5.88%,0.00%,₹699.00,₹0.00,1,0
B0CZ76NBZQ,B0CZ76NBZQ,"TREE MAISON CORONATING HOMES Crystal Seven Chakra | Size 9-10 Inch | 300 Beads | Positive Energy, Wealth, Meditation, Health, Good Luck | Feng Shui | Home & Office Decor | Gift",SEVEN-CHAKRA-TREE-300BEADS,21,1,0.01%,0.01%,27,1,0.00%,0.00%,95.24%,0.00%,1,0,4.76%,0.00%,₹549.00,₹0.00,1,0
B0CZ76WPQ3,B0CZ76WPQ3,"TREE MAISON CORONATING HOMES Crystal Seven Chakra Tree | Size 9-10 Inch | 100 Beads | Positive Energy, Wealth, Meditation, Health, Good Luck | Feng Shui | Home & Office Decor | Gift",SEVEN-CHAKRA-TREE-100BEADS,24,1,0.01%,0.01%,26,1,0.00%,0.00%,100.00%,0.00%,1,0,4.17%,0.00%,₹399.00,₹0.00,1,0
B0CZHMPF83,B0CZHMPF83,TREEMAISON CORONATING HOMES Crystal Products Natural Aqua Marine Bracelet | Certified 8mm Faceted Beads | Diameter : 2.5 Inch | Reiki Healing & Crystal Healing Stones | Unisex Adult | Strechable,AQUAMARINE-BRACELET,4,0,0.00%,0.00%,5,0,0.00%,0.00%,100.00%,0.00%,1,0,25.00%,0.00%,₹441.00,₹0.00,1,0
B0CZHNZVG5,B0CZHNZVG5,"TREE MAISON CORONATING HOMES Crystals Products Certified Pink Aura Quartz Bracelet Natural Healing Stone Crystal Round Beads 8 mm Bracelet For Men, Women, Boys, Girls Strechable",AURAQUARTZ-D.PINK-BRACELET,6,0,0.00%,0.00%,10,0,0.00%,0.00%,100.00%,0.00%,1,0,16.67%,0.00%,₹284.00,₹0.00,1,0
B0CZHQ5LJY,B0CZHQ5LJY,TREE MAISON CORONATING HOMES Natural Smoky Quartz Stone Bracelet 8 mm Beads Reiki Crystal Healing Stone Bracelet for Men and Women | Pack of 1,SMOKY-QUARTZ-BRACELET,11,4,0.00%,0.02%,18,6,0.00%,0.02%,100.00%,100.00%,1,0,9.09%,0.00%,₹284.00,₹0.00,1,0
B0CZHQB1XD,B0CZHQB1XD,"TREE MAISON CORONATING HOMES Crystals Products Certified WEIGHT LOSS Natural Healing Stone Crystal Round Beads 8 mm Bracelet For Men, Women, Boys, Girls STRECHABLE",WEIGHT-LOSS-BRACELET,21,0,0.01%,0.00%,26,0,0.00%,0.00%,100.00%,0.00%,1,0,4.76%,0.00%,₹313.00,₹0.00,1,0
B0CZHQH325,B0CZHQH325,TREE MAISON CORONATING HOMES Crystal Products Natural Rhodochrosite Bracelet | Certified 8mm Faceted Beads | Diameter : 2.5 Inch | Reiki Healing & Crystal Healing Stones | Unisex Adult | Strechable,RHODOCHROSITE-BRACELET,7,0,0.00%,0.00%,8,0,0.00%,0.00%,100.00%,0.00%,1,0,14.29%,0.00%,₹408.00,₹0.00,1,0
B0CZHR9CRG,B0CZHR9CRG,"TREE MAISON CORONATING HOMES Certified Carnelian Crystal Bracelet | Natural Healing Stone | 8 mm Round Beads | Stretchable Bracelet for Men, Women, Boys, Girls",CARNELIAN-NATURAL-BRACELET,19,1,0.00%,0.01%,36,1,0.01%,0.00%,100.00%,100.00%,1,0,5.26%,0.00%,₹359.00,₹0.00,1,0
B0CZHRM199,B0CZHRM199,TREEMAISON CORONATING HOMES Crystal Products Natural Calcite Bracelet | Certified 8mm Faceted Beads | Diameter : 2.5 Inch | Reiki Healing & Crystal Healing Stones | Unisex Adult | Strechable,NATURAL-CALCITE-BRACELET,5,0,0.00%,0.00%,10,0,0.00%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,₹399.00,₹0.00,1,0
B0CZHSZ2DT,B0CZHSZ2DT,"TREE MAISON CORONATING HOMES Crystals Products Certified Aura Quartz Yellow Natural Healing Stone Crystal Round Beads 8 mm Bracelet For Men, Women, Boys, Girls STRECHABLE",AURAQUARTZ-YELLOW-BRACELET,12,0,0.00%,0.00%,13,0,0.00%,0.00%,100.00%,0.00%,1,0,8.33%,0.00%,₹284.00,₹0.00,1,0
B0D1CKXHN3,B0D1CKXHN3,"TREE MAISON CORONATING HOMES Throat Chakra Oil | Blends of Pure Essentials Oils Ideal for Calming Effects, | 15 ml | Aroma Oil & Seven Chakra Oils | Best for Aromatherapy & Meditation | Pack of 1",THORAT-CHAKRA-OIL,14,0,0.00%,0.00%,14,0,0.00%,0.00%,100.00%,0.00%,1,0,7.14%,0.00%,₹474.00,₹0.00,1,0
B0D1KGCV25,B0D1KGCV25,TREE MAISON CORONATING HOMES Acrylic Black Evil Eye Dowsing Board | 9 Inch | with Crystal Seven Chakra Pendulum | Metaphysical Message Board for Witchcraft,EVILEYE-BOARD-9INCH+CRYS-PEND,25,0,0.01%,0.00%,28,0,0.00%,0.00%,100.00%,0.00%,1,0,4.00%,0.00%,₹522.00,₹0.00,1,0
B0D1KJQRGQ,B0D1KJQRGQ,TREE MAISON CORONATING HOMES Acrylic Black Sun and Moon Dowsing Board | 9 Inch | with Crystal Seven Chakra Pendulum | Dowsing Pendulum Board,SUN-BOARD-9INCH+CRYS-PEND,37,0,0.01%,0.00%,39,0,0.01%,0.00%,97.14%,0.00%,1,0,2.70%,0.00%,₹458.00,₹0.00,1,0
B0D1KNMJ9N,B0D1KNMJ9N,TREE MAISON CORONATING HOMES Acrylic Brown Dowsing Board 6 Inch with Crystal Seven Chakra Pendulum | Metaphysical Message Board for Witchcraft | Witch Board | Pendulum Dowsing Board,BROWN-BOARD-6INCH+CRYS-PEND,101,1,0.03%,0.01%,139,1,0.02%,0.00%,100.00%,0.00%,1,0,0.99%,0.00%,₹399.00,₹0.00,1,0
B0D35SJ5K8,B0D35SJ5K8,TREE MAISON CORONATING HOMES Shree Copper Yantra for Pooja | Size - 4 Inch | for Wealth and Prosperity,SHRI-COPPER-YANTRA-4INCH,17,0,0.00%,0.00%,21,0,0.00%,0.00%,100.00%,0.00%,1,0,5.88%,0.00%,₹474.00,₹0.00,1,0
B0D35SJKPZ,B0D35SJKPZ,"TREE MAISON CORONATING HOMES Shukra Copper Yantra |Size - 4 Inch | Powerful Vastu Remedy for Enhancing Energy, Attracting Prosperity, Wealth & Harmony | Pack of 1",SHUKRA-COPPER-YANTRA-4INCH,15,0,0.00%,0.00%,25,0,0.00%,0.00%,100.00%,0.00%,1,0,6.67%,0.00%,₹474.00,₹0.00,1,0
B0D768GZNQ,B0D768GZNQ,"TREE MAISON CORONATING HOMES Green Aventurine Crystal Tree (300 Beads) | 9-10 Inch Good Luck Showpiece for Home Decor | Gemstone Bonsai Money Tree for Wealth, Good Luck & Positive Energy |Gift Item",GREEN-AVENTURINE-TREE-300-BEADS,60,0,0.02%,0.00%,69,0,0.01%,0.00%,100.00%,0.00%,1,0,1.67%,0.00%,₹522.00,₹0.00,1,0
B0D7LV2R2P,B0D7LV2R2P,"TREE MAISON CORONATING HOMES Brass Camel Statue in Pair | Pack of 2 | Weight - 1560 G Approx | 7 Inch Approx. | Camel Statue for Vastu | Showpeice for Home and Office | (Zonal Placement-W,WNW)",DESIGN-SET-2-CAMEL,55,4,0.01%,0.02%,75,5,0.01%,0.02%,98.48%,0.00%,1,0,1.82%,0.00%,"₹2,374.00",₹0.00,1,0
B0D7M27KZK,B0D7M27KZK,"TREE MAISON CORONATING HOMES Brass Plain Camel Statue in Pair | Pack of 2 | 1 Unit Weight -710 G Approx | 5 Inch Approx | Vastu Remedy | Camel Statue for Vastu | (Zonal Placement-W,WNW)",PLAIN-SET-2-CAMEL,23,3,0.01%,0.02%,30,3,0.01%,0.01%,96.30%,100.00%,1,0,4.35%,0.00%,"₹2,374.00",₹0.00,1,0
B0D9LYSGCW,B0D9LYSGCW,TREEMAISON Vastu Combo of Green Color Tape | Size - 4 Inch | Length- 8 Feet (Approx) | Vastu Remedy for Toilet | Main Door Entrance | Tape Remedy | (Pack of 2),VINYL-VASTU-TAPE-GREEN-4-INCH-ST-2,19,1,0.00%,0.01%,25,1,0.00%,0.00%,100.00%,100.00%,1,0,5.26%,0.00%,₹256.00,₹0.00,1,0
B0DBYMHVGP,B0DBYMHVGP,TREE MAISON CORONATING HOMES Vastu Copper & Aluminium Strip | Width- 0.5 Inch | Thickness - 0.2mm | Length- 25 Feet Approx | Strip for Entrance & Toilet Correction | Strip for Vastu | Pack of 2,25FT-0.5-INCH-ALU-COPPER,3,1,0.00%,0.01%,5,1,0.00%,0.00%,66.67%,0.00%,1,0,33.33%,0.00%,₹997.00,₹0.00,1,0
B0DBZ17ZN2,B0DBZ17ZN2,TREE MAISON CORONATING HOMES Vastu Copper & Stainless Steel Strip | Width- 0.5 Inch | Thickness - 0.2mm | Length- 25 Feet Approx | Strip for Entrance & Toilet Correction | Strip for Vastu | Pack of 2,25FT-0.5-INCH-COPPER-SS,2,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,2,0,100.00%,0.00%,"₹1,994.00",₹0.00,1,0
B0DD3PVDVB,B0DD3PVDVB,"TREE MAISON CORONATING HOMES Om Turquoise Amethyst Ball Pyramid (3inch) | Crystal Pyramid for Positive Energy, Wealth, Meditation,Money, Health, Good Luck,Vastu Correction, Office, Home Dcor, Gift",OM-TURQUOISE-BALL-PYRAMID-3IN,33,2,0.01%,0.01%,35,2,0.01%,0.01%,96.97%,100.00%,1,0,3.03%,0.00%,₹522.00,₹0.00,1,0
B0DDQ3ZBNJ,B0DDQ3ZBNJ,TREE MAISON CORONATING HOMES Vastu Savitra Devta Divs (Set-3) - Vastu Remedy to Awaken Devta Fields,SAVITRA-DIVS-NO.-9,15,3,0.00%,0.02%,21,5,0.00%,0.02%,100.00%,100.00%,3,3,20.00%,100.00%,₹852.00,₹852.00,1,1
B0DDQ567Y3,B0DDQ567Y3,TREE MAISON CORONATING HOMES Vastu Pitra Devta Divs (Set-3) - Vastu Remedy to Awaken Devta Fields,PITRA-DIVS-NO.-30,9,1,0.00%,0.01%,14,2,0.00%,0.01%,100.00%,0.00%,1,0,11.11%,0.00%,₹284.00,₹0.00,1,0
B0DDQ9B64M,B0DDQ9B64M,TREE MAISON CORONATING HOMES Vastu Yama Devta Divs (Set-3) - Vastu Remedy to Awaken Devta Fields,YAMA-DIVS-NO.-26,6,0,0.00%,0.00%,7,0,0.00%,0.00%,100.00%,0.00%,1,0,16.67%,0.00%,₹299.00,₹0.00,1,0
B0DDTG8LX6,B0DDTG8LX6,"TREE MAISON CORONATING HOMES Pure Iron Hollow Pyramid | 3 inch |Weight- 90gm Approx |Boost Positive Energy |Energy for Vibrations at Home, Office |Powerful Positive Energy Remedies |Pack of 1",3IN-IRON-PLN-HLW-PYRAMID-W/O-PLATE,18,2,0.00%,0.01%,24,3,0.00%,0.01%,71.43%,100.00%,2,0,11.11%,0.00%,₹798.00,₹0.00,1,0
B0DDTJX5V5,B0DDTJX5V5,"TREE MAISON CORONATING HOMES Pure Brass Hollow Pyramid | 4 inch |Weight- 44gm Approx |Boost Positive Energy for Vastu |Energy for Vibrations at Home, Office |Positive Energy Remedies |Pack of 1",BRASS-PLN-4-IN-HLW-PYRAMID-W/O-PLATE,36,1,0.01%,0.01%,44,1,0.01%,0.00%,97.67%,100.00%,2,0,5.56%,0.00%,"₹1,518.00",₹0.00,1,0
B0DF2X58RH,B0DF2X58RH,"TREEMAISON Vastu Acrylic Shakti Chakra | Size- 6 Inch | Featuring 45 Devtas, 16 Attributes | Health Chart | Rajas, Sattav, Tamas for vaastu Shashtra Remedy (English)",ENGLISH-SHAKTI-CHAKRA-AB,72,4,0.02%,0.02%,88,4,0.02%,0.02%,97.47%,100.00%,1,0,1.39%,0.00%,₹268.00,₹0.00,1,0
B0DG91SF41,B0DG91SF41,TREE MAISON CORONATING HOMES Vastu Aluminum Strip | Width- 1 Inch | Thickness - 0.2mm | Length- 100 Feet Approx | Strip for Entrance & Toilet Correction | Aluminium Strip for Vastu | Pack of 1,100FEET-1INCH-STRIP-ALUMINIUM-SET-1,31,5,0.01%,0.03%,50,11,0.01%,0.04%,100.00%,100.00%,1,0,3.23%,0.00%,"₹1,399.00",₹0.00,1,0
B0DG92D837,B0DG92D837,TREE MAISON CORONATING HOMES Vastu Copper Strip | Width- 0.75 Inch | Thickness - 0.2mm | Length- 50 Feet Approx | Strip for Entrance & Toilet Correction | Copper Strip for Vastu | Pack of 1,50FEET-0.75INCH-STRIP-COPPER-SET-1,8,0,0.00%,0.00%,11,0,0.00%,0.00%,90.00%,0.00%,1,0,12.50%,0.00%,"₹1,599.00",₹0.00,1,0
B0DG9384WK,B0DG9384WK,TREE MAISON CORONATING HOMES Vastu Aluminium Strip | Width- 0.75 Inch | Thickness - 0.2mm | Length- 100 Feet Approx | Strip for Entrance & Toilet Correction | Aluminium Strip for Vastu | Pack of 1,100FEET-0.75INCH-STRIP-ALUMINIUM-SET-1,10,3,0.00%,0.02%,42,28,0.01%,0.11%,100.00%,100.00%,2,2,20.00%,66.67%,"₹1,992.00","₹1,992.00",1,1
B0DGL8T8MV,B0DGL8T8MV,TREE MAISON CORONATING HOMES Vastu Brown Dowsing Board | Size- 9 inch | Acrylic Metaphysical Message Board for Witchcraft with Brass Pendulum (Pendulum Assorted),9IN-L-BROWN-BOARD-PENDULUM,64,2,0.02%,0.01%,89,2,0.02%,0.01%,100.00%,100.00%,1,0,1.56%,0.00%,₹471.00,₹0.00,1,0
B0DGL9RSH2,B0DGL9RSH2,TREE MAISON CORONATING HOMES Vastu Brown Dowsing Board | Size- 9inch | Metaphysical Message for Witchcraft with Brass (Pendulum Assorted) Acrylic Divination Board| Spirit.,9IN-D.BROWN-BOARD+PENDULUM,22,0,0.01%,0.00%,38,0,0.01%,0.00%,100.00%,0.00%,1,0,4.55%,0.00%,₹549.00,₹0.00,1,0
B0DGQK4HD7,B0DGQK4HD7,TREE MAISON CORONATING HOMES Vastu Blue - Green Tape | Size - 4 Inch (96 mm) Approx | Length- 20 Meter (Approx) | Vastu Tape Remedy for Toilet | Vastu Tape for Main Door Entrance | Pack of 2,4-IN-TAPE-BIG-BLUE-GREEN,8,0,0.00%,0.00%,11,0,0.00%,0.00%,100.00%,0.00%,1,0,12.50%,0.00%,₹479.00,₹0.00,1,0
B0DGQM4ZK7,B0DGQM4ZK7,TREE MAISON CORONATING HOMES Vastu White - Blue Tape | Size - 4 Inch (96 mm) Approx | Length- 20 Meter (Approx) | Vastu Tape Remedy for Toilet | Vastu Tape for Main Door Entrance | Pack of 2,4-IN-TAPE-BIG-WHITE-BLUE,11,2,0.00%,0.01%,18,2,0.00%,0.01%,94.44%,100.00%,3,3,27.27%,150.00%,"₹1,647.00","₹1,647.00",1,1
B0DGQM7C22,B0DGQM7C22,TREE MAISON CORONATING HOMES Vastu Yellow - Red Tape | Size - 4 Inch (96 mm) Approx | Length- 20 Meter (Approx) | Vastu Tape Remedy for Toilet | Vastu Tape for Main Door Entrance | Pack of 2,4-IN-TAPE-BIG-YELLOW-RED,8,0,0.00%,0.00%,14,0,0.00%,0.00%,100.00%,0.00%,1,0,12.50%,0.00%,₹449.00,₹0.00,1,0
B0DGQMMZB9,B0DGQMMZB9,TREE MAISON CORONATING HOMES Vastu White - Yellow Tape | Size - 4 Inch (96 mm) Approx | Length- 20 Meter (Approx) | Vastu Tape Remedy for Toilet | Vastu Tape for Main Door Entrance | Pack of 2,4-IN-TAPE-BIG-WHITE-YELLOW,7,0,0.00%,0.00%,12,0,0.00%,0.00%,100.00%,0.00%,1,0,14.29%,0.00%,₹522.00,₹0.00,1,0
B0DHS26CPB,B0DHS26CPB,TREE MAISON CORONATING HOMES Vastu All Metal Strip | Width- 1 Inch | Thickness - 0.3mm | Length- 8 Feet Approx | Zone Balancing |Strip for Toilet Correction | Main Entrance | Strip Remedy | Pack of 5,8FT-1INCH-STRIP-SET-5,9,0,0.00%,0.00%,12,0,0.00%,0.00%,91.67%,0.00%,3,0,33.33%,0.00%,"₹4,272.00",₹0.00,1,0
B0DHVJ49LY,B0DHVJ49LY,TREE MAISON CORONATING HOMES Vastu Toilet Pacifier Negative Energy Blocker | Toilet Negative Energy for vastu Remedy Blocker | Size - 4.5 Inches Approx | Activate Balance Corner (Pack of 2),TOILET-PACIFIER-ST2,35,2,0.01%,0.01%,45,4,0.01%,0.02%,100.00%,0.00%,1,0,2.86%,0.00%,"₹1,377.00",₹0.00,1,0
B0DJGQGRF7,B0DJGQGRF7,"TREE MAISON CORONATING HOMES Kamdhenu Cow Statue | Vastu Idol for Home and Office | Vastu 3D Remedy | Zonal Placement -ESE | (Size-8 * 10.5 CM, WEIGHT-540 GRAM Approx)",SMALL-BRASS-KAMDHENU-COW,273,8,0.07%,0.05%,361,8,0.06%,0.03%,98.36%,100.00%,1,0,0.37%,0.00%,"₹1,299.00",₹0.00,1,0
B0DJVSL28B,B0DJVSL28B,TREE MAISON CORONATING HOMES Crystal Yellow Zade Tumble Stone Pebble Tumbled Gemstone for Reiki Healing Vastu Correction Gravels for Aquarium Home Decor Garden Table 100 Gm,100-GRAM- YELLOW-ZADE-TUMBLE,33,1,0.01%,0.01%,40,1,0.01%,0.00%,100.00%,100.00%,1,0,3.03%,0.00%,₹549.00,₹0.00,1,0
B0DJVT18DX,B0DJVT18DX,TREE MAISON CORONATING HOMES Crystal Red Jesper Tumble Stone (100gm) Pebble Tumbled Gemstone for Reiki Healing Vastu Correction Gravels for Aquarium Home Decor Garden Table,100-GRAM- RED-JASPER-TUMBLE,119,5,0.03%,0.03%,139,5,0.02%,0.02%,100.00%,100.00%,1,0,0.84%,0.00%,₹348.00,₹0.00,1,0
B0DJVT83NS,B0DJVT83NS,TREE MAISON CORONATING HOMES Crystal Citrine Tumble Stone Pebble Tumbled Gemstone for Reiki Healing Vastu Correction Gravels for Aquarium Home Decor Garden Table 100 Gm,100-GRAM- CITRINE-TUMBLE,38,1,0.01%,0.01%,46,1,0.01%,0.00%,100.00%,0.00%,1,0,2.63%,0.00%,₹649.00,₹0.00,1,0
B0DJVV6H3C,B0DJVV6H3C,TREE MAISON CORONATING HOMES Crystal OPALITE Tumble Stone Pebble Tumbled Gemstone for Reiki Healing Vastu Correction Gravels for Aquarium Home Decor Garden Table 100 Gm,100-GRAM- OPALITE-TUMBLE,80,6,0.02%,0.04%,87,9,0.01%,0.04%,100.00%,100.00%,1,0,1.25%,0.00%,₹649.00,₹0.00,1,0
B0DK6QCGK8,B0DK6QCGK8,TREE MAISON CORONATING HOMES Brass Turtle with Yantra Statue | Length-9.5 cm | Weight - 240 Gram Approx | Feng Shui Remedies | Pital Kachhua | Peace & Prosperity | Turtle for Good Luck,BRASS-HLW-TURTLE-WITH-YANTRA,28,3,0.01%,0.02%,52,4,0.01%,0.02%,100.00%,0.00%,2,0,7.14%,0.00%,"₹1,044.00",₹0.00,1,0
B0DK8XPJD5,B0DK8XPJD5,TREE MAISON CORONATING HOMES Vastu Toilet Blocker | Toilet Negative Energy Blocker | Vastu Entrance Blocker | Size- 4 Inches Approx | Vastu Entry Blocker for All Direction Entrance Remedy (Pack of 1),TOILET-BLOCKER-PACK-1,43,4,0.01%,0.02%,56,6,0.01%,0.02%,100.00%,100.00%,1,0,2.33%,0.00%,₹749.00,₹0.00,1,0
B0DL5H79WQ,B0DL5H79WQ,TREE MAISON CORONATING HOMES Vastu Dhan Kuber Ji Idol | 3.5 Inch | Weight - 105 G Approx | Lord Kuber Statue for Wealth & Prosperity | Kubera Idol | Dhan Kuber Murti | Home Decoration,DHAN-KUBERJI-3INCH,104,6,0.03%,0.04%,171,10,0.03%,0.04%,97.79%,100.00%,1,0,0.96%,0.00%,₹949.00,₹0.00,1,0
B0DPQPHHY8,B0DPQPHHY8,TREE MAISON CORONATING HOMES Brass Vaastu Tortoise with Yantra | Weight - 1120 Gram Approx | Turtle | Kachua | Feng Shui | Vastu Shastra Remedies | Home Decor | Turtle for Good Luck | Pack of 1,BIG-HLW-TURTLE-WITH-YANTRA,29,2,0.01%,0.01%,45,3,0.01%,0.01%,100.00%,0.00%,1,0,3.45%,0.00%,"₹1,999.00",₹0.00,1,0
B0DS89N3T8,B0DS89N3T8,"TREE MAISON CORONATING HOMES Stainless Steel Strip | 0.5 Inch | Pack of 1 | Vastu Strip Remedy | Width-18mm, Thikness-0.2mm, Length-50 Feet Approx | Strip for vastu Correction | Main Door",50FEET-0.5INCH-STRIP-S.S-SET-1,5,0,0.00%,0.00%,9,0,0.00%,0.00%,100.00%,0.00%,2,0,40.00%,0.00%,"₹1,798.00",₹0.00,1,0
B0DSJCZG5X,B0DSJCZG5X,"TREE MAISON CORONATING HOMES Vastu Iron Virtual Rod | 9-Inch |Weight- 680gm Approx |Virtual Entry Rod for Wealth, Prosperity & Success | Size: 9 Inch x 2.2cm Approx | Pack of 1",9IN-IRON-VIRTUAL-ROD-ST1,100,4,0.03%,0.02%,113,6,0.02%,0.02%,99.07%,100.00%,1,0,1.00%,0.00%,₹413.00,₹0.00,1,0
B0DSJFK5RC,B0DSJFK5RC,"TREE MAISON CORONATING HOMES Vastu Aluminium Virtual Rod | 9-Inch |Weight- 240gm Approx | Virtual Entry Rod for Wealth, Prosperity & Success | Size: 9 Inch x 2.2cm | Pack of 1",9''-ALM-VIRTUAL-ROD,750,36,0.19%,0.21%,958,53,0.16%,0.21%,99.89%,100.00%,1,0,0.13%,0.00%,₹349.00,₹0.00,1,0
B0DT9T1KKZ,B0DT9T1KKZ,TREE MAISON CORONATING HOMES Virgo Zodiac Bracelet | Kanya (कन्या) Rashi | With Evil Eye Protection | Stone Beads - 8mm | Stylish Astrology Bracelet for Positive Energy,VIRGO-BRACELET,9,0,0.00%,0.00%,12,0,0.00%,0.00%,100.00%,0.00%,1,0,11.11%,0.00%,₹360.00,₹0.00,1,0
B0DT9TDBWW,B0DT9TDBWW,TREE MAISON CORONATING HOMES Cancer Zodiac Bracelet | Bracelet for Karka (कर्क) Rashi | With Evil Eye Protection | Stone Beads - 8mm | Pack of 1,CANCER-BRACELET,50,0,0.01%,0.00%,64,0,0.01%,0.00%,98.28%,0.00%,1,0,2.00%,0.00%,₹275.00,₹0.00,1,0
B0DTK7QX9G,B0DTK7QX9G,"TREE MAISON CORONATING HOMES Vastu Iron Spring (Set-9) | Vastu Anti Clock Wise Spring | Vastu Spring Remedy | Vastu Remedy | Direction-WSW, W, WNW |",IRON-ACW-SPRING-ST-9,2,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,2,0,100.00%,0.00%,₹854.00,₹0.00,1,0
B0DTK8RFK5,B0DTK8RFK5,"TREE MAISON CORONATING HOMES Vastu Copper Spring (Set-6) | Vastu Clock Wise Spring | Vastu Spring Remedy | Vastu Remedy | Direction-SE, SSE, S |",COPPER-CW-SPRING-ST-6,32,1,0.01%,0.01%,36,1,0.01%,0.00%,100.00%,100.00%,1,0,3.13%,0.00%,₹349.00,₹0.00,1,0
B0DTK8WCXB,B0DTK8WCXB,"TREE MAISON CORONATING HOMES Vastu Copper Spring (Set-6) | Vastu Anti Clock Wise Spring | Vastu Spring Remedy | Vastu Remedy | Direction-SE, SSE, S |",COPPER-ACW-SPRING-ST-6,16,2,0.00%,0.01%,21,2,0.00%,0.01%,100.00%,100.00%,1,0,6.25%,0.00%,₹349.00,₹0.00,1,0
B0DWN947RJ,B0DWN947RJ,TREE MAISON CORONATING HOMES Red Horse | Size - 4 Inch |Weight- 200gm Approx | Vastu Two Running Horses | Decorative Showpiece for Home and Office |Pack of 1,4''-RED-HORSE,174,8,0.04%,0.05%,269,10,0.05%,0.04%,94.84%,100.00%,1,0,0.57%,0.00%,₹329.00,₹0.00,1,0
B0DXB7PFTT,B0DXB7PFTT,TREE MAISON CORONATING HOMES Vastu Round Aluminium Stud | Vastu Remedy| Vastu Stud Remedy | 3-Inch | Pack of 3,3INCH-ROUND-ALUMINIUM-STUD-SET-3,15,0,0.00%,0.00%,23,0,0.00%,0.00%,100.00%,0.00%,1,0,6.67%,0.00%,₹299.00,₹0.00,1,0
